Voltage (V),Current (A),Capacity (mAh),T1(C),
2.9999,-13.9996,14476.8,47.6,
4.3239,-13.9996,0,45,
4.3048,-14.001,38.9,45,
4.299,-14.0006,77.8,45,
4.2947,-14.0006,116.7,45,
4.291,-14.001,155.6,45,
4.2875,-14.0008,194.5,45,
4.2842,-14.0012,233.3,45,
4.2809,-14.0007,272.2,45.1,
4.2776,-14.0005,311.1,45,
4.2743,-14.0008,350,45.1,
4.2712,-14.001,388.9,45.1,
4.268,-14.0006,427.8,45.1,
4.2648,-14.0005,466.7,45.1,
4.2616,-14.0012,505.6,45.1,
4.2584,-14.0005,544.5,45.2,
4.2553,-14.0008,583.4,45.1,
4.2521,-14.001,622.3,45.2,
4.2489,-14.001,661.1,45.2,
4.2458,-14.0012,700,45.2,
4.2426,-14.0009,738.9,45.2,
4.2395,-14.0008,777.8,45.2,
4.2364,-14.0008,816.7,45.2,
4.2332,-14.0006,855.6,45.2,
4.2301,-14.0006,894.5,45.2,
4.227,-14.0001,933.4,45.2,
4.2238,-14.0008,972.3,45.2,
4.2207,-14.0007,1011.2,45.2,
4.2175,-14.0008,1050.1,45.2,
4.2144,-14.001,1089,45.2,
4.2113,-14.0008,1127.8,45.3,
4.2082,-14.001,1166.7,45.3,
4.205,-14.001,1205.6,45.2,
4.2019,-14.0005,1244.5,45.2,
4.1988,-14.0006,1283.4,45.3,
4.1957,-14.0008,1322.3,45.3,
4.1925,-14.0012,1361.2,45.3,
4.1894,-14.001,1400.1,45.3,
4.1863,-14.0003,1439,45.3,
4.1833,-14.0008,1477.9,45.3,
4.1802,-14.0008,1516.8,45.3,
4.1771,-14.0009,1555.6,45.3,
4.174,-14.0011,1594.5,45.3,
4.1709,-14.0008,1633.4,45.3,
4.1679,-14.0005,1672.3,45.3,
4.1647,-14.0004,1711.2,45.3,
4.1617,-14.0006,1750.1,45.4,
4.1586,-14.001,1789,45.3,
4.1555,-14.0011,1827.9,45.3,
4.1525,-14.0013,1866.8,45.3,
4.1494,-14.0016,1905.7,45.4,
4.1463,-14.0007,1944.6,45.3,
4.1433,-14.0011,1983.5,45.4,
4.1403,-14.0008,2022.3,45.4,
4.1372,-14.001,2061.2,45.3,
4.1341,-14.001,2100.1,45.4,
4.1311,-14.001,2139,45.4,
4.1281,-14.0007,2177.9,45.4,
4.125,-14.0009,2216.8,45.4,
4.122,-14.0009,2255.7,45.4,
4.119,-14.0008,2294.6,45.4,
4.116,-14.0007,2333.5,45.4,
4.113,-14.0011,2372.4,45.4,
4.11,-14.0007,2411.3,45.4,
4.107,-14.0012,2450.1,45.4,
4.104,-14.0009,2489,45.4,
4.101,-14.0008,2527.9,45.4,
4.098,-14.0008,2566.8,45.4,
4.095,-14.0011,2605.7,45.4,
4.0921,-14.001,2644.6,45.4,
4.0891,-14.0007,2683.5,45.4,
4.0861,-14.0009,2722.4,45.5,
4.0831,-14.001,2761.3,45.4,
4.0802,-14.0012,2800.2,45.5,
4.0773,-14.0007,2839.1,45.5,
4.0743,-14.001,2878,45.5,
4.0713,-14.0014,2916.8,45.5,
4.0684,-14.001,2955.7,45.4,
4.0655,-14.0015,2994.6,45.4,
4.0626,-14.0004,3033.5,45.5,
4.0596,-14.0007,3072.4,45.5,
4.0568,-14.001,3111.3,45.4,
4.0539,-14.0008,3150.2,45.4,
4.051,-14.001,3189.1,45.5,
4.0481,-14.0007,3228,45.4,
4.0452,-14.0011,3266.9,45.4,
4.0423,-14.0013,3305.8,45.5,
4.0395,-14.0006,3344.6,45.5,
4.0367,-14.0007,3383.5,45.4,
4.0339,-14.0013,3422.4,45.4,
4.0312,-14.0006,3461.3,45.4,
4.0285,-14.0015,3500.2,45.5,
4.0259,-14.002,3539.1,45.5,
4.0234,-14.0007,3578,45.4,
4.0208,-14.0011,3616.9,45.5,
4.0182,-14.0008,3655.8,45.5,
4.0155,-14.001,3694.7,45.5,
4.0127,-14.001,3733.6,45.5,
4.0099,-14.0012,3772.5,45.5,
4.007,-14.001,3811.3,45.5,
4.004,-14.0011,3850.2,45.5,
4.001,-14.0011,3889.1,45.5,
3.998,-14.001,3928,45.5,
3.995,-14.0009,3966.9,45.5,
3.992,-14.0008,4005.8,45.5,
3.989,-14.001,4044.7,45.5,
3.9861,-14.0007,4083.6,45.5,
3.9831,-14.0011,4122.5,45.5,
3.9801,-14.001,4161.4,45.5,
3.9772,-14.0005,4200.3,45.6,
3.9743,-14.001,4239.2,45.5,
3.9715,-14.0009,4278,45.5,
3.9686,-14.0008,4316.9,45.5,
3.9659,-14.0011,4355.8,45.6,
3.9631,-14.0006,4394.7,45.5,
3.9604,-14.001,4433.6,45.5,
3.9578,-14.0011,4472.5,45.5,
3.9552,-14.0011,4511.4,45.5,
3.9527,-14.001,4550.3,45.5,
3.9502,-14.0004,4589.2,45.5,
3.9477,-14.0015,4628.1,45.5,
3.9453,-14.001,4667,45.5,
3.9428,-14.0005,4705.8,45.5,
3.9404,-14.0009,4744.7,45.4,
3.9379,-14.0007,4783.6,45.5,
3.9355,-14.0009,4822.5,45.5,
3.9331,-14.0009,4861.4,45.5,
3.9306,-14.001,4900.3,45.5,
3.9282,-14.0009,4939.2,45.5,
3.9257,-14.0008,4978.1,45.4,
3.9233,-14.0008,5017,45.4,
3.9209,-14.0009,5055.9,45.5,
3.9185,-14.0009,5094.8,45.4,
3.9161,-14.0011,5133.7,45.4,
3.9137,-14.0009,5172.5,45.5,
3.9114,-14.0003,5211.4,45.4,
3.909,-14.0015,5250.3,45.5,
3.9067,-14.0013,5289.2,45.5,
3.9044,-14.0003,5328.1,45.4,
3.9021,-14.0008,5367,45.5,
3.8999,-14.0011,5405.9,45.5,
3.8976,-14.0012,5444.8,45.4,
3.8953,-14.0011,5483.7,45.4,
3.8932,-14.001,5522.6,45.4,
3.891,-14.0007,5561.5,45.5,
3.8888,-14.0013,5600.3,45.5,
3.8867,-14.001,5639.2,45.4,
3.8846,-14.0007,5678.1,45.4,
3.8825,-14.0007,5717,45.4,
3.8804,-14.0007,5755.9,45.4,
3.8784,-14.0007,5794.8,45.4,
3.8764,-14.0012,5833.7,45.5,
3.8743,-14.0005,5872.6,45.5,
3.8723,-13.9999,5911.5,45.4,
3.8704,-14.0012,5950.4,45.4,
3.8685,-14.0007,5989.3,45.5,
3.8665,-14.0011,6028.2,45.4,
3.8646,-14.0003,6067,45.5,
3.8627,-14.001,6105.9,45.5,
3.8608,-14.0009,6144.8,45.5,
3.859,-14.001,6183.7,45.5,
3.8571,-14.0009,6222.6,45.5,
3.8553,-14.0007,6261.5,45.4,
3.8535,-14.0012,6300.4,45.5,
3.8517,-14.0006,6339.3,45.4,
3.8499,-14.001,6378.2,45.5,
3.8482,-14.0009,6417.1,45.5,
3.8464,-14.0012,6456,45.5,
3.8447,-14.001,6494.9,45.5,
3.843,-14.0007,6533.7,45.5,
3.8413,-14.0009,6572.6,45.4,
3.8396,-14.0007,6611.5,45.5,
3.838,-14.0011,6650.4,45.5,
3.8363,-14.0007,6689.3,45.5,
3.8347,-14.0005,6728.2,45.4,
3.833,-14.0013,6767.1,45.4,
3.8315,-14.0007,6806,45.5,
3.8299,-14.0012,6844.9,45.5,
3.8283,-14.0011,6883.8,45.5,
3.8267,-14.0006,6922.7,45.4,
3.8251,-14.0009,6961.5,45.4,
3.8236,-14.0013,7000.4,45.5,
3.8221,-14.0005,7039.3,45.4,
3.8206,-14.001,7078.2,45.4,
3.8191,-14.0008,7117.1,45.5,
3.8176,-14.0012,7156,45.5,
3.8161,-14.0008,7194.9,45.4,
3.8147,-14.0013,7233.8,45.5,
3.8133,-14.001,7272.7,45.5,
3.8118,-14.0005,7311.6,45.4,
3.8104,-14.0011,7350.5,45.4,
3.809,-14.0009,7389.4,45.5,
3.8076,-14.001,7428.2,45.4,
3.8062,-14.0013,7467.1,45.5,
3.8048,-14.0011,7506,45.4,
3.8035,-14.0015,7544.9,45.4,
3.8021,-14.0008,7583.8,45.4,
3.8007,-14.0012,7622.7,45.4,
3.7994,-14.0009,7661.6,45.4,
3.7981,-14.0006,7700.5,45.5,
3.7968,-14.0009,7739.4,45.5,
3.7955,-14.0008,7778.3,45.5,
3.7942,-14.0007,7817.2,45.4,
3.7929,-14.0008,7856.1,45.4,
3.7916,-14.0008,7894.9,45.4,
3.7904,-14.0005,7933.8,45.4,
3.7892,-14.0009,7972.7,45.4,
3.788,-14.0012,8011.6,45.5,
3.7867,-14.0016,8050.5,45.5,
3.7855,-14.0007,8089.4,45.4,
3.7843,-14.0013,8128.3,45.5,
3.7831,-14.0011,8167.2,45.4,
3.7819,-14.001,8206.1,45.5,
3.7808,-14.0008,8245,45.5,
3.7795,-14.0008,8283.9,45.4,
3.7784,-14.0011,8322.7,45.5,
3.7772,-14.0008,8361.6,45.5,
3.7761,-14.0007,8400.5,45.5,
3.775,-14.0009,8439.4,45.4,
3.7738,-14.001,8478.3,45.5,
3.7727,-14.0011,8517.2,45.4,
3.7716,-14.001,8556.1,45.5,
3.7706,-14.001,8595,45.5,
3.7694,-14.0008,8633.9,45.5,
3.7683,-14.001,8672.8,45.5,
3.7672,-14.0009,8711.7,45.5,
3.7661,-14.001,8750.6,45.4,
3.7651,-14.001,8789.4,45.5,
3.764,-14.0009,8828.3,45.5,
3.7629,-14.0006,8867.2,45.5,
3.7619,-14.001,8906.1,45.5,
3.7608,-14.0009,8945,45.5,
3.7597,-14.0009,8983.9,45.5,
3.7587,-14.001,9022.8,45.5,
3.7577,-14.0009,9061.7,45.5,
3.7566,-14.0013,9100.6,45.5,
3.7556,-14.0009,9139.5,45.5,
3.7546,-14.001,9178.4,45.5,
3.7536,-14.0006,9217.3,45.5,
3.7526,-14.0008,9256.1,45.5,
3.7516,-14.0011,9295,45.5,
3.7506,-14.0016,9333.9,45.5,
3.7496,-14.0012,9372.8,45.5,
3.7486,-14.001,9411.7,45.5,
3.7476,-14.0006,9450.6,45.5,
3.7466,-14.0012,9489.5,45.5,
3.7456,-13.9999,9528.4,45.6,
3.7446,-14,9567.3,45.5,
3.7436,-13.9999,9606.2,45.6,
3.7426,-14.001,9645.1,45.6,
3.7417,-14.0007,9684,45.5,
3.7406,-14.0007,9722.8,45.5,
3.7397,-14.0008,9761.7,45.6,
3.7387,-14.0009,9800.6,45.5,
3.7377,-14.0007,9839.5,45.6,
3.7367,-14.0009,9878.4,45.6,
3.7357,-14.0009,9917.3,45.5,
3.7348,-14.0009,9956.2,45.6,
3.7337,-14.001,9995.1,45.6,
3.7328,-14.001,10034,45.6,
3.7318,-14.001,10072.9,45.6,
3.7308,-14.0008,10111.8,45.6,
3.7298,-14.001,10150.6,45.6,
3.7288,-14.0008,10189.5,45.6,
3.7279,-14.0008,10228.4,45.6,
3.7269,-14.0005,10267.3,45.7,
3.7259,-14.001,10306.2,45.7,
3.7249,-14.0012,10345.1,45.6,
3.7239,-14.0009,10384,45.6,
3.723,-14.0008,10422.9,45.7,
3.722,-14.0009,10461.8,45.7,
3.721,-14.001,10500.7,45.7,
3.7201,-14.0007,10539.6,45.7,
3.7191,-14.0013,10578.5,45.7,
3.7182,-14.0009,10617.3,45.7,
3.7171,-14.0007,10656.2,45.7,
3.7162,-14.0012,10695.1,45.7,
3.7151,-14.0011,10734,45.8,
3.7142,-14.001,10772.9,45.7,
3.7132,-14.001,10811.8,45.7,
3.7122,-14.001,10850.7,45.8,
3.7113,-14.0001,10889.6,45.8,
3.7103,-14.0006,10928.5,45.8,
3.7094,-14.0005,10967.4,45.8,
3.7084,-14.0006,11006.3,45.8,
3.7075,-14.001,11045.2,45.8,
3.7066,-14.0012,11084,45.8,
3.7056,-14.0012,11122.9,45.9,
3.7047,-14.0015,11161.8,45.9,
3.7038,-14.0007,11200.7,45.9,
3.7029,-14.0006,11239.6,45.9,
3.7019,-14.001,11278.5,45.9,
3.7009,-14.0016,11317.4,45.9,
3.6999,-14.001,11356.3,45.9,
3.6989,-14.0012,11395.2,45.9,
3.6979,-14.0009,11434.1,46,
3.6969,-14.0013,11473,45.9,
3.6958,-14.0012,11511.9,45.9,
3.6947,-14.0014,11550.7,46,
3.6935,-14.0006,11589.6,46,
3.6923,-14.001,11628.5,46,
3.6911,-14.0011,11667.4,46,
3.6898,-14.0015,11706.3,46,
3.6885,-14.0011,11745.2,46,
3.6872,-14.001,11784.1,46,
3.6859,-14.0008,11823,46,
3.6846,-14.0008,11861.9,46,
3.6832,-14.0011,11900.8,46,
3.6818,-14.0008,11939.7,46,
3.6805,-14.0008,11978.6,46.1,
3.6792,-14.0012,12017.4,46.1,
3.6778,-14.0008,12056.3,46.1,
3.6765,-14.001,12095.2,46,
3.6751,-14.0006,12134.1,46,
3.6737,-14.0008,12173,46.1,
3.6723,-14.0008,12211.9,46.1,
3.6709,-14.0013,12250.8,46.1,
3.6693,-14.0006,12289.7,46.1,
3.6677,-14.0015,12328.6,46.1,
3.666,-13.9998,12367.5,46.1,
3.6643,-14.0007,12406.4,46.1,
3.6624,-14.0004,12445.3,46.1,
3.6605,-14.0008,12484.1,46.1,
3.6586,-14.0008,12523,46.2,
3.6569,-14.0012,12561.9,46.1,
3.6556,-14.0011,12600.8,46.2,
3.6544,-14.0009,12639.7,46.2,
3.6535,-14.001,12678.6,46.1,
3.6527,-14.0012,12717.5,46.2,
3.6521,-14.001,12756.4,46.2,
3.6514,-14.0006,12795.3,46.2,
3.6508,-14.0009,12834.2,46.2,
3.6502,-14.001,12873.1,46.2,
3.6495,-14.0014,12912,46.2,
3.6488,-14.0013,12950.8,46.2,
3.648,-14.0011,12989.7,46.2,
3.6473,-14.0012,13028.6,46.2,
3.6465,-14.0009,13067.5,46.2,
3.6455,-14.0012,13106.4,46.2,
3.6446,-14.0009,13145.3,46.2,
3.6436,-14.0008,13184.2,46.2,
3.6425,-14.001,13223.1,46.2,
3.6413,-14.0009,13262,46.2,
3.6399,-14.0012,13300.9,46.2,
3.6382,-14.001,13339.8,46.2,
3.6363,-14.0011,13378.7,46.2,
3.6339,-14.0014,13417.5,46.2,
3.631,-14.0013,13456.4,46.2,
3.627,-14.0008,13495.3,46.2,
3.6217,-14.0011,13534.2,46.2,
3.6149,-14.0009,13573.1,46.2,
3.6067,-14.0008,13612,46.2,
3.5972,-14.0005,13650.9,46.2,
3.5868,-14.0011,13689.8,46.2,
3.5756,-14.001,13728.7,46.2,
3.5636,-14.0014,13767.6,46.2,
3.5507,-14.0011,13806.5,46.3,
3.537,-14.0011,13845.4,46.2,
3.5223,-14.001,13884.2,46.3,
3.5065,-14.0015,13923.1,46.3,
3.4896,-14.0007,13962,46.3,
3.4712,-14.0013,14000.9,46.3,
3.4513,-14.0009,14039.8,46.3,
3.4295,-14.0014,14078.7,46.3,
3.4054,-14.0012,14117.6,46.4,
3.3787,-14.0011,14156.5,46.4,
3.3484,-14.0006,14195.4,46.4,
3.3134,-14.001,14234.3,46.4,
3.272,-14.0007,14273.2,46.4,
3.221,-14.0008,14312.1,46.4,
3.1539,-14.0013,14350.9,46.4,
3.0366,-14.0008,14389.8,46.5,
2.9999,-14.001,14396.8,46.5,
4.3205,-13.9992,0,54.9,
4.3053,-13.9994,38.9,54.8,
4.3001,-13.9998,77.8,54.9,
4.2961,-14,116.7,54.8,
4.2926,-13.9997,155.6,54.8,
4.2892,-13.9994,194.4,54.9,
4.2859,-13.9997,233.3,55,
4.2827,-14.0002,272.2,54.9,
4.2795,-13.9995,311.1,55,
4.2762,-13.9994,350,55,
4.2731,-13.9997,388.9,55,
4.2699,-13.9994,427.8,55.1,
4.2668,-13.9996,466.7,55.1,
4.2636,-13.9998,505.5,55.1,
4.2605,-13.9995,544.4,55.1,
4.2574,-13.9997,583.3,55.2,
4.2543,-14.0001,622.2,55.2,
4.2511,-14.0002,661.1,55.1,
4.248,-14.0001,700,55.2,
4.2449,-13.9995,738.9,55.3,
4.2418,-13.9995,777.8,55.2,
4.2386,-13.9996,816.6,55.3,
4.2356,-13.9995,855.5,55.4,
4.2324,-13.9993,894.4,55.3,
4.2293,-13.9994,933.3,55.4,
4.2262,-13.9998,972.2,55.4,
4.2232,-13.9998,1011.1,55.4,
4.2201,-13.9995,1050,55.3,
4.217,-13.9996,1088.9,55.4,
4.2139,-13.9998,1127.8,55.4,
4.2109,-13.9996,1166.6,55.5,
4.2077,-13.9998,1205.5,55.5,
4.2047,-13.9993,1244.4,55.4,
4.2016,-14,1283.3,55.4,
4.1985,-13.9999,1322.2,55.4,
4.1955,-13.9989,1361.1,55.5,
4.1924,-13.9993,1400,55.5,
4.1893,-13.9992,1438.9,55.5,
4.1863,-13.9995,1477.7,55.5,
4.1832,-13.9998,1516.6,55.6,
4.1802,-13.9993,1555.5,55.5,
4.1771,-13.9997,1594.4,55.6,
4.1741,-13.9998,1633.3,55.5,
4.1711,-13.9999,1672.2,55.5,
4.168,-13.9999,1711.1,55.5,
4.165,-13.9997,1750,55.6,
4.1619,-13.9994,1788.8,55.5,
4.1589,-13.9996,1827.7,55.5,
4.1559,-13.9994,1866.6,55.7,
4.1529,-13.9993,1905.5,55.6,
4.1499,-13.9996,1944.4,55.6,
4.1469,-13.9998,1983.3,55.7,
4.1439,-13.9997,2022.2,55.6,
4.1409,-13.9997,2061.1,55.7,
4.1379,-14,2100,55.6,
4.1349,-13.9993,2138.8,55.7,
4.1319,-13.9998,2177.7,55.6,
4.1289,-13.9996,2216.6,55.6,
4.1259,-13.9996,2255.5,55.6,
4.123,-13.9997,2294.4,55.7,
4.12,-13.9993,2333.3,55.8,
4.117,-13.9993,2372.2,55.8,
4.1141,-13.9993,2411.1,55.7,
4.1112,-13.9998,2449.9,55.7,
4.1082,-13.9999,2488.8,55.6,
4.1053,-13.9995,2527.7,55.7,
4.1023,-13.9997,2566.6,55.7,
4.0995,-13.9997,2605.5,55.7,
4.0966,-13.9996,2644.4,55.8,
4.0936,-13.9995,2683.3,55.7,
4.0907,-13.9996,2722.2,55.8,
4.0878,-13.9997,2761,55.8,
4.0849,-13.9996,2799.9,55.7,
4.0821,-13.9995,2838.8,55.8,
4.0792,-13.999,2877.7,55.7,
4.0763,-13.9995,2916.6,55.7,
4.0735,-13.9995,2955.5,55.8,
4.0706,-13.9997,2994.4,55.9,
4.0678,-13.9995,3033.3,55.8,
4.0649,-13.9999,3072.1,55.9,
4.0621,-13.9999,3111,55.8,
4.0592,-13.9994,3149.9,55.8,
4.0565,-13.9993,3188.8,55.7,
4.0536,-13.9999,3227.7,55.7,
4.0508,-13.9995,3266.6,55.8,
4.048,-13.9997,3305.5,55.9,
4.0452,-13.9996,3344.4,55.9,
4.0425,-14,3383.3,55.9,
4.0397,-13.9998,3422.1,55.9,
4.037,-13.9995,3461,55.9,
4.0343,-13.9996,3499.9,55.9,
4.0316,-13.9993,3538.8,55.9,
4.0289,-13.9998,3577.7,55.8,
4.0262,-13.9995,3616.6,55.8,
4.0236,-13.9995,3655.5,55.9,
4.0209,-13.9998,3694.4,55.9,
4.0183,-13.9994,3733.2,55.8,
4.0156,-13.9993,3772.1,55.8,
4.0129,-13.9999,3811,55.9,
4.0102,-14.0001,3849.9,55.9,
4.0075,-13.9995,3888.8,55.9,
4.0047,-14.0002,3927.7,56,
4.002,-14.0004,3966.6,55.9,
3.9993,-14.0002,4005.5,56,
3.9965,-13.9997,4044.3,55.9,
3.9938,-13.9997,4083.2,55.9,
3.9911,-13.9999,4122.1,56,
3.9884,-13.9996,4161,55.9,
3.9857,-13.9998,4199.9,55.9,
3.9831,-13.9998,4238.8,55.9,
3.9804,-14.0001,4277.7,56,
3.9778,-13.9995,4316.6,55.9,
3.9753,-14.0001,4355.5,55.9,
3.9727,-13.9998,4394.3,56,
3.9701,-13.9996,4433.2,55.9,
3.9676,-13.9997,4472.1,56,
3.9651,-13.9998,4511,55.9,
3.9625,-13.9994,4549.9,55.8,
3.96,-13.9995,4588.8,55.9,
3.9575,-13.9995,4627.7,55.9,
3.9549,-13.9996,4666.6,56,
3.9524,-13.9998,4705.4,55.9,
3.9499,-13.9996,4744.3,55.9,
3.9473,-14,4783.2,55.9,
3.9448,-13.9997,4822.1,55.8,
3.9423,-13.9998,4861,56,
3.9398,-13.9998,4899.9,55.9,
3.9373,-13.9999,4938.8,55.9,
3.9348,-13.9995,4977.7,55.9,
3.9322,-13.9998,5016.5,56,
3.9297,-13.9996,5055.4,55.9,
3.9272,-13.9995,5094.3,55.8,
3.9248,-13.9995,5133.2,55.8,
3.9223,-13.9989,5172.1,55.9,
3.9198,-13.9993,5211,55.8,
3.9174,-13.9999,5249.9,56,
3.915,-13.9997,5288.8,55.9,
3.9125,-13.9997,5327.7,55.8,
3.9102,-13.9996,5366.5,55.9,
3.9078,-14.0001,5405.4,56,
3.9054,-13.9994,5444.3,55.8,
3.9031,-14,5483.2,56,
3.9008,-13.9998,5522.1,55.9,
3.8985,-14,5561,55.8,
3.8962,-13.9999,5599.9,56,
3.894,-13.9997,5638.8,55.9,
3.8918,-13.9996,5677.6,55.9,
3.8896,-14.0001,5716.5,56,
3.8874,-13.9996,5755.4,56,
3.8853,-13.9998,5794.3,55.9,
3.8832,-13.9998,5833.2,56,
3.8811,-13.9998,5872.1,55.9,
3.879,-13.9999,5911,56,
3.877,-14,5949.9,55.9,
3.875,-13.9995,5988.7,55.9,
3.873,-13.9995,6027.6,55.9,
3.871,-13.9997,6066.5,55.8,
3.8691,-13.9998,6105.4,55.9,
3.8672,-13.9995,6144.3,55.9,
3.8653,-13.9997,6183.2,55.9,
3.8634,-13.9997,6222.1,55.9,
3.8615,-13.9996,6261,56,
3.8597,-13.9994,6299.9,56,
3.8579,-13.9995,6338.7,55.9,
3.8561,-13.9996,6377.6,55.9,
3.8543,-13.9996,6416.5,55.8,
3.8526,-14.0002,6455.4,55.9,
3.8508,-13.9995,6494.3,55.9,
3.8491,-13.9995,6533.2,55.8,
3.8474,-13.9995,6572.1,55.8,
3.8457,-13.9998,6611,55.9,
3.8441,-14.0002,6649.8,55.8,
3.8424,-13.9999,6688.7,55.9,
3.8408,-13.9999,6727.6,55.9,
3.8391,-13.9993,6766.5,55.8,
3.8376,-13.9992,6805.4,55.8,
3.836,-14.0001,6844.3,55.9,
3.8344,-13.9996,6883.2,55.9,
3.8328,-14.0002,6922.1,55.8,
3.8313,-13.9996,6960.9,55.9,
3.8297,-13.9995,6999.8,55.8,
3.8282,-13.9994,7038.7,55.8,
3.8267,-13.9998,7077.6,55.8,
3.8252,-13.9995,7116.5,55.9,
3.8237,-13.9996,7155.4,55.9,
3.8223,-13.9998,7194.3,55.7,
3.8208,-14.0001,7233.2,55.8,
3.8194,-13.9995,7272.1,55.8,
3.8179,-14.0001,7310.9,55.7,
3.8165,-14.0001,7349.8,55.7,
3.8151,-13.9997,7388.7,55.8,
3.8138,-14.0002,7427.6,55.9,
3.8123,-13.9996,7466.5,55.9,
3.811,-13.9996,7505.4,55.8,
3.8097,-13.9994,7544.3,55.8,
3.8083,-13.9993,7583.2,55.7,
3.807,-13.9997,7622,55.8,
3.8056,-13.9998,7660.9,55.8,
3.8044,-13.9998,7699.8,55.7,
3.803,-13.9995,7738.7,55.8,
3.8018,-13.9998,7777.6,55.7,
3.8005,-13.9992,7816.5,55.9,
3.7992,-13.999,7855.4,55.7,
3.7979,-13.9999,7894.3,55.9,
3.7967,-13.9997,7933.1,55.7,
3.7955,-13.9993,7972,55.8,
3.7942,-14.0001,8010.9,55.9,
3.793,-13.9997,8049.8,55.7,
3.7919,-14,8088.7,55.9,
3.7906,-14,8127.6,55.8,
3.7894,-13.9995,8166.5,55.8,
3.7883,-14.0001,8205.4,55.9,
3.7871,-13.9998,8244.3,55.8,
3.786,-13.9996,8283.1,55.8,
3.7848,-13.9998,8322,55.7,
3.7837,-13.9997,8360.9,55.7,
3.7826,-13.9994,8399.8,55.8,
3.7814,-13.9995,8438.7,55.8,
3.7803,-14,8477.6,55.9,
3.7792,-13.9998,8516.5,55.8,
3.7781,-13.9993,8555.4,55.8,
3.777,-13.9995,8594.2,55.7,
3.7759,-13.9997,8633.1,55.9,
3.7748,-13.9997,8672,55.8,
3.7738,-13.9993,8710.9,55.8,
3.7728,-13.9997,8749.8,55.8,
3.7717,-13.9998,8788.7,55.8,
3.7707,-13.9998,8827.6,55.9,
3.7696,-13.9995,8866.5,55.9,
3.7686,-13.9994,8905.4,55.9,
3.7676,-13.9999,8944.2,55.9,
3.7665,-14.0003,8983.1,55.8,
3.7655,-13.9993,9022,55.9,
3.7645,-13.9996,9060.9,55.8,
3.7634,-13.9991,9099.8,55.9,
3.7625,-13.9993,9138.7,55.8,
3.7615,-13.9999,9177.6,55.9,
3.7604,-13.9992,9216.5,56,
3.7594,-13.9995,9255.3,55.9,
3.7584,-13.9992,9294.2,55.8,
3.7574,-14.0002,9333.1,55.9,
3.7564,-13.9997,9372,55.9,
3.7554,-13.9994,9410.9,55.9,
3.7544,-14,9449.8,56,
3.7534,-13.9998,9488.7,55.9,
3.7523,-13.9999,9527.6,56,
3.7513,-13.9993,9566.4,55.9,
3.7503,-13.9994,9605.3,56,
3.7492,-13.9998,9644.2,55.9,
3.7481,-13.9994,9683.1,56.1,
3.7471,-13.9997,9722,55.9,
3.746,-13.9993,9760.9,56.1,
3.7449,-13.9994,9799.8,55.9,
3.7437,-13.9998,9838.7,56,
3.7426,-13.9995,9877.5,56,
3.7414,-14,9916.4,56,
3.7403,-13.9996,9955.3,56.1,
3.7391,-13.9997,9994.2,56,
3.7379,-14,10033.1,56,
3.7367,-13.9997,10072,56,
3.7355,-13.9998,10110.9,56.1,
3.7343,-13.9999,10149.8,56.2,
3.733,-13.9995,10188.7,56.2,
3.7318,-13.9994,10227.5,56.1,
3.7306,-13.9994,10266.4,56.2,
3.7294,-14,10305.3,56.2,
3.7282,-14,10344.2,56.2,
3.727,-13.9993,10383.1,56.1,
3.7258,-13.9999,10422,56.3,
3.7247,-13.9997,10460.9,56.2,
3.7235,-13.9994,10499.8,56.2,
3.7223,-13.9996,10538.6,56.3,
3.7212,-13.9996,10577.5,56.4,
3.72,-13.9993,10616.4,56.4,
3.7189,-13.9993,10655.3,56.3,
3.7177,-13.9993,10694.2,56.4,
3.7166,-13.9994,10733.1,56.3,
3.7154,-13.9994,10772,56.5,
3.7142,-14,10810.9,56.5,
3.713,-13.9997,10849.7,56.5,
3.7119,-13.9995,10888.6,56.5,
3.7107,-13.9997,10927.5,56.5,
3.7096,-13.9998,10966.4,56.5,
3.7085,-14,11005.3,56.6,
3.7075,-13.9997,11044.2,56.7,
3.7064,-13.9998,11083.1,56.7,
3.7054,-13.9993,11122,56.7,
3.7044,-13.9994,11160.9,56.7,
3.7034,-13.999,11199.7,56.8,
3.7025,-13.9998,11238.6,56.7,
3.7015,-13.9997,11277.5,56.8,
3.7006,-13.9997,11316.4,56.8,
3.6996,-13.9995,11355.3,56.8,
3.6987,-13.9997,11394.2,56.9,
3.6977,-13.9992,11433.1,57,
3.6967,-13.9997,11472,57,
3.6957,-14.0001,11510.8,57,
3.6946,-13.9995,11549.7,56.9,
3.6935,-13.9997,11588.6,57.1,
3.6924,-13.9999,11627.5,57.1,
3.6912,-13.9998,11666.4,57,
3.69,-13.9998,11705.3,57.1,
3.6888,-13.9997,11744.2,57.1,
3.6875,-13.9999,11783.1,57.1,
3.6862,-13.9999,11821.9,57.2,
3.6849,-14.0003,11860.8,57.2,
3.6835,-13.9996,11899.7,57.1,
3.6821,-13.9996,11938.6,57.2,
3.6807,-13.9998,11977.5,57.3,
3.6794,-13.9998,12016.4,57.3,
3.678,-14.0002,12055.3,57.2,
3.6766,-14,12094.2,57.3,
3.6753,-13.9999,12133.1,57.3,
3.6739,-13.9998,12171.9,57.3,
3.6726,-13.9999,12210.8,57.4,
3.6712,-13.9997,12249.7,57.4,
3.6698,-13.9997,12288.6,57.4,
