Time_s,Voltage_V,Current_A,SOC,Temperature_C
32523,4.055100732907813,-18.0,0.6254761904760605,61.83738477240333
32524,4.055415497357296,-18.0,0.6258333333332033,61.83262338690731
32525,4.055730285746372,-18.0,0.6261904761903462,61.82787151857322
32526,4.056045099003654,-18.0,0.626547619047489,61.823129150739646
32527,4.056359938007675,-18.0,0.6269047619046318,61.81839626681123
32528,4.056674803589662,-18.0,0.6272619047617747,61.81367285025434
32529,4.056989696536192,-18.0,0.6276190476189175,61.80895888459306
32530,4.057304617591706,-18.0,0.6279761904760603,61.804254353405305
32531,4.0576195674609234,-18.0,0.6283333333332032,61.799559240319226
32532,4.057934546811127,-18.0,0.628690476190346,61.794873529009784
32533,4.058249556274361,-18.0,0.6290476190474888,61.790197203195525
32534,4.058564596449508,-18.0,0.6294047619046317,61.78553024663557
32535,4.058879667904275,-18.0,0.6297619047617745,61.78087264312673
32536,4.059194771177089,-18.0,0.6301190476189173,61.776224376500856
32537,4.059509906778897,-18.0,0.6304761904760602,61.771585430622295
32538,4.059825075194881,-18.0,0.630833333333203,61.76695578938551
32539,4.060140276886094,-18.0,0.6311904761903459,61.7623354367129
32540,4.060455512291019,-18.0,0.6315476190474887,61.75772435655267
32541,4.060770781827041,-18.0,0.6319047619046315,61.753122532876894
32542,4.061086085891867,-18.0,0.6322619047617744,61.74852994967971
32543,4.061401424864857,-18.0,0.6326190476189172,61.743946590975604
32544,4.061716799108306,-18.0,0.63297619047606,61.73937244079781
32545,4.062032208968656,-18.0,0.6333333333332029,61.734807483196846
32546,4.062347654777644,-18.0,0.6336904761903457,61.73025170223911
32547,4.0626631368534,-18.0,0.6340476190474885,61.72570508200562
32548,4.062978655501496,-18.0,0.6344047619046314,61.721167606590804
32549,4.063294211015923,-18.0,0.6347619047617742,61.716639260101445
32550,4.0636098036800385,-18.0,0.635119047618917,61.712120026655604
32551,4.063925433767456,-18.0,0.6354761904760599,61.70760989038171
32552,4.064241101542892,-18.0,0.6358333333332027,61.70310883541771
32553,4.064556807262971,-18.0,0.6361904761903455,61.69861684591026
