Time_s,Voltage_V,Current_A,Temperature_C
0,4.010322023466236,40.0,25.055691222885763
1,3.998298164264977,40.0,25.113359370322623
2,3.9867321336258597,40.0,25.172912927602695
3,3.975605000053853,40.0,25.234264298241015
4,3.9648986172345486,40.0,25.297329549743345
5,3.954595591262431,40.0,25.362028261513593
6,3.9446792494667626,40.0,25.428283379063586
7,3.9351336105282355,40.0,25.49602107426426
8,3.925943355832972,40.0,25.565170611388066
9,3.917093802012666,40.0,25.635664218702832
10,3.908570874621748,40.0,25.707436965387167
11,3.900361082904531,40.0,25.780426643547077
12,3.8924514956072045,40.0,25.85457365512251
13,3.884829717791436,40.0,25.9298209034814
14,3.877483868608118,40.0,26.006113689506993
15,3.870402559991515,40.0,26.08339961199249
16,3.863574876235704,40.0,26.161628472164555
17,3.856990354416806,40.0,26.24075218216469
18,3.8506389656259814,40.0,26.320724677324634
19,3.8445110969796286,40.0,26.401501832078573
20,3.8385975343746175,40.0,26.483041379361598
21,3.832889445957722,40.0,26.56530283334998
22,3.8273783662796657,40.0,26.648247415404875
